[2025-04-29T20:51:13.946+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-04-29T20:51:13.962+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: portfolio_news_pipeline.check_historical_news manual__2025-04-29T20:51:12.528007+00:00 [queued]>
[2025-04-29T20:51:13.969+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: portfolio_news_pipeline.check_historical_news manual__2025-04-29T20:51:12.528007+00:00 [queued]>
[2025-04-29T20:51:13.969+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 2
[2025-04-29T20:51:13.980+0000] {taskinstance.py:2889} INFO - Executing <Task(_PythonDecoratedOperator): check_historical_news> on 2025-04-29 20:51:12.528007+00:00
[2025-04-29T20:51:13.985+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=92) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2025-04-29T20:51:14.281+0000] {check_historical_news.py:35} INFO - Missing news for JPMorgan for week 2025-02-25 00:00:00
[2025-04-29T20:51:14.282+0000] {mongodb_client.py:77} INFO - News for JPMorgan on week 2025-02-18 00:00:00: missing
[2025-04-29T20:51:14.283+0000] {check_historical_news.py:35} INFO - Missing news for JPMorgan for week 2025-02-18 00:00:00
[2025-04-29T20:51:14.284+0000] {mongodb_client.py:77} INFO - News for JPMorgan on week 2025-02-11 00:00:00: missing
[2025-04-29T20:51:14.285+0000] {check_historical_news.py:35} INFO - Missing news for JPMorgan for week 2025-02-11 00:00:00
[2025-04-29T20:51:14.286+0000] {mongodb_client.py:77} INFO - News for Walmart on week 2025-04-29 00:00:00: missing
[2025-04-29T20:51:14.287+0000] {check_historical_news.py:35} INFO - Missing news for Walmart for week 2025-04-29 00:00:00
[2025-04-29T20:51:14.288+0000] {mongodb_client.py:77} INFO - News for Walmart on week 2025-04-22 00:00:00: missing
[2025-04-29T20:51:14.288+0000] {check_historical_news.py:35} INFO - Missing news for Walmart for week 2025-04-22 00:00:00
[2025-04-29T20:51:14.290+0000] {mongodb_client.py:77} INFO - News for Walmart on week 2025-04-15 00:00:00: missing
[2025-04-29T20:51:14.290+0000] {check_historical_news.py:35} INFO - Missing news for Walmart for week 2025-04-15 00:00:00
[2025-04-29T20:51:14.292+0000] {mongodb_client.py:77} INFO - News for Walmart on week 2025-04-08 00:00:00: missing
[2025-04-29T20:51:14.292+0000] {check_historical_news.py:35} INFO - Missing news for Walmart for week 2025-04-08 00:00:00
[2025-04-29T20:51:14.294+0000] {mongodb_client.py:77} INFO - News for Walmart on week 2025-04-01 00:00:00: missing
[2025-04-29T20:51:14.294+0000] {check_historical_news.py:35} INFO - Missing news for Walmart for week 2025-04-01 00:00:00
[2025-04-29T20:51:14.296+0000] {mongodb_client.py:77} INFO - News for Walmart on week 2025-03-25 00:00:00: missing
[2025-04-29T20:51:14.296+0000] {check_historical_news.py:35} INFO - Missing news for Walmart for week 2025-03-25 00:00:00
[2025-04-29T20:51:14.298+0000] {mongodb_client.py:77} INFO - News for Walmart on week 2025-03-18 00:00:00: missing
[2025-04-29T20:51:14.298+0000] {check_historical_news.py:35} INFO - Missing news for Walmart for week 2025-03-18 00:00:00
[2025-04-29T20:51:14.300+0000] {mongodb_client.py:77} INFO - News for Walmart on week 2025-03-11 00:00:00: missing
[2025-04-29T20:51:14.300+0000] {check_historical_news.py:35} INFO - Missing news for Walmart for week 2025-03-11 00:00:00
[2025-04-29T20:51:14.301+0000] {mongodb_client.py:77} INFO - News for Walmart on week 2025-03-04 00:00:00: missing
[2025-04-29T20:51:14.301+0000] {check_historical_news.py:35} INFO - Missing news for Walmart for week 2025-03-04 00:00:00
[2025-04-29T20:51:14.303+0000] {mongodb_client.py:77} INFO - News for Walmart on week 2025-02-25 00:00:00: missing
[2025-04-29T20:51:14.303+0000] {check_historical_news.py:35} INFO - Missing news for Walmart for week 2025-02-25 00:00:00
[2025-04-29T20:51:14.304+0000] {mongodb_client.py:77} INFO - News for Walmart on week 2025-02-18 00:00:00: missing
[2025-04-29T20:51:14.305+0000] {check_historical_news.py:35} INFO - Missing news for Walmart for week 2025-02-18 00:00:00
[2025-04-29T20:51:14.307+0000] {mongodb_client.py:77} INFO - News for Walmart on week 2025-02-11 00:00:00: missing
[2025-04-29T20:51:14.307+0000] {check_historical_news.py:35} INFO - Missing news for Walmart for week 2025-02-11 00:00:00
[2025-04-29T20:51:14.309+0000] {mongodb_client.py:77} INFO - News for Visa on week 2025-04-29 00:00:00: missing
[2025-04-29T20:51:14.309+0000] {check_historical_news.py:35} INFO - Missing news for Visa for week 2025-04-29 00:00:00
[2025-04-29T20:51:14.311+0000] {mongodb_client.py:77} INFO - News for Visa on week 2025-04-22 00:00:00: missing
[2025-04-29T20:51:14.311+0000] {check_historical_news.py:35} INFO - Missing news for Visa for week 2025-04-22 00:00:00
[2025-04-29T20:51:14.312+0000] {mongodb_client.py:77} INFO - News for Visa on week 2025-04-15 00:00:00: missing
[2025-04-29T20:51:14.313+0000] {check_historical_news.py:35} INFO - Missing news for Visa for week 2025-04-15 00:00:00
[2025-04-29T20:51:14.314+0000] {mongodb_client.py:77} INFO - News for Visa on week 2025-04-08 00:00:00: missing
[2025-04-29T20:51:14.314+0000] {check_historical_news.py:35} INFO - Missing news for Visa for week 2025-04-08 00:00:00
[2025-04-29T20:51:14.316+0000] {mongodb_client.py:77} INFO - News for Visa on week 2025-04-01 00:00:00: missing
[2025-04-29T20:51:14.316+0000] {check_historical_news.py:35} INFO - Missing news for Visa for week 2025-04-01 00:00:00
[2025-04-29T20:51:14.317+0000] {mongodb_client.py:77} INFO - News for Visa on week 2025-03-25 00:00:00: missing
[2025-04-29T20:51:14.317+0000] {check_historical_news.py:35} INFO - Missing news for Visa for week 2025-03-25 00:00:00
[2025-04-29T20:51:14.319+0000] {mongodb_client.py:77} INFO - News for Visa on week 2025-03-18 00:00:00: missing
[2025-04-29T20:51:14.319+0000] {check_historical_news.py:35} INFO - Missing news for Visa for week 2025-03-18 00:00:00
[2025-04-29T20:51:14.321+0000] {mongodb_client.py:77} INFO - News for Visa on week 2025-03-11 00:00:00: missing
[2025-04-29T20:51:14.322+0000] {check_historical_news.py:35} INFO - Missing news for Visa for week 2025-03-11 00:00:00
[2025-04-29T20:51:14.325+0000] {mongodb_client.py:77} INFO - News for Visa on week 2025-03-04 00:00:00: missing
[2025-04-29T20:51:14.325+0000] {check_historical_news.py:35} INFO - Missing news for Visa for week 2025-03-04 00:00:00
[2025-04-29T20:51:14.327+0000] {mongodb_client.py:77} INFO - News for Visa on week 2025-02-25 00:00:00: missing
[2025-04-29T20:51:14.327+0000] {check_historical_news.py:35} INFO - Missing news for Visa for week 2025-02-25 00:00:00
[2025-04-29T20:51:14.329+0000] {mongodb_client.py:77} INFO - News for Visa on week 2025-02-18 00:00:00: missing
[2025-04-29T20:51:14.329+0000] {check_historical_news.py:35} INFO - Missing news for Visa for week 2025-02-18 00:00:00
[2025-04-29T20:51:14.331+0000] {mongodb_client.py:77} INFO - News for Visa on week 2025-02-11 00:00:00: missing
[2025-04-29T20:51:14.331+0000] {check_historical_news.py:35} INFO - Missing news for Visa for week 2025-02-11 00:00:00
[2025-04-29T20:51:14.331+0000] {python.py:240} INFO - Done. Returned value was: [('Apple', datetime.datetime(2025, 4, 29, 0, 0)), ('Apple', datetime.datetime(2025, 3, 25, 0, 0)), ('Apple', datetime.datetime(2025, 3, 18, 0, 0)), ('Apple', datetime.datetime(2025, 3, 11, 0, 0)), ('Apple', datetime.datetime(2025, 3, 4, 0, 0)), ('Apple', datetime.datetime(2025, 2, 25, 0, 0)), ('Apple', datetime.datetime(2025, 2, 18, 0, 0)), ('Apple', datetime.datetime(2025, 2, 11, 0, 0)), ('Microsoft', datetime.datetime(2025, 4, 29, 0, 0)), ('Microsoft', datetime.datetime(2025, 3, 25, 0, 0)), ('Microsoft', datetime.datetime(2025, 3, 18, 0, 0)), ('Microsoft', datetime.datetime(2025, 3, 11, 0, 0)), ('Microsoft', datetime.datetime(2025, 3, 4, 0, 0)), ('Microsoft', datetime.datetime(2025, 2, 25, 0, 0)), ('Microsoft', datetime.datetime(2025, 2, 18, 0, 0)), ('Microsoft', datetime.datetime(2025, 2, 11, 0, 0)), ('Alphabet', datetime.datetime(2025, 4, 29, 0, 0)), ('Alphabet', datetime.datetime(2025, 3, 25, 0, 0)), ('Alphabet', datetime.datetime(2025, 3, 18, 0, 0)), ('Alphabet', datetime.datetime(2025, 3, 11, 0, 0)), ('Alphabet', datetime.datetime(2025, 3, 4, 0, 0)), ('Alphabet', datetime.datetime(2025, 2, 25, 0, 0)), ('Alphabet', datetime.datetime(2025, 2, 18, 0, 0)), ('Alphabet', datetime.datetime(2025, 2, 11, 0, 0)), ('Amazon', datetime.datetime(2025, 4, 29, 0, 0)), ('Amazon', datetime.datetime(2025, 3, 25, 0, 0)), ('Amazon', datetime.datetime(2025, 3, 18, 0, 0)), ('Amazon', datetime.datetime(2025, 3, 11, 0, 0)), ('Amazon', datetime.datetime(2025, 3, 4, 0, 0)), ('Amazon', datetime.datetime(2025, 2, 25, 0, 0)), ('Amazon', datetime.datetime(2025, 2, 18, 0, 0)), ('Amazon', datetime.datetime(2025, 2, 11, 0, 0)), ('Tesla', datetime.datetime(2025, 4, 29, 0, 0)), ('Tesla', datetime.datetime(2025, 3, 25, 0, 0)), ('Tesla', datetime.datetime(2025, 3, 18, 0, 0)), ('Tesla', datetime.datetime(2025, 3, 11, 0, 0)), ('Tesla', datetime.datetime(2025, 3, 4, 0, 0)), ('Tesla', datetime.datetime(2025, 2, 25, 0, 0)), ('Tesla', datetime.datetime(2025, 2, 18, 0, 0)), ('Tesla', datetime.datetime(2025, 2, 11, 0, 0)), ('NVIDIA', datetime.datetime(2025, 4, 29, 0, 0)), ('NVIDIA', datetime.datetime(2025, 3, 25, 0, 0)), ('NVIDIA', datetime.datetime(2025, 3, 18, 0, 0)), ('NVIDIA', datetime.datetime(2025, 3, 11, 0, 0)), ('NVIDIA', datetime.datetime(2025, 3, 4, 0, 0)), ('NVIDIA', datetime.datetime(2025, 2, 25, 0, 0)), ('NVIDIA', datetime.datetime(2025, 2, 18, 0, 0)), ('NVIDIA', datetime.datetime(2025, 2, 11, 0, 0)), ('Meta', datetime.datetime(2025, 4, 29, 0, 0)), ('Meta', datetime.datetime(2025, 4, 15, 0, 0)), ('Meta', datetime.datetime(2025, 4, 8, 0, 0)), ('Meta', datetime.datetime(2025, 4, 1, 0, 0)), ('Meta', datetime.datetime(2025, 3, 25, 0, 0)), ('Meta', datetime.datetime(2025, 3, 18, 0, 0)), ('Meta', datetime.datetime(2025, 3, 11, 0, 0)), ('Meta', datetime.datetime(2025, 3, 4, 0, 0)), ('Meta', datetime.datetime(2025, 2, 25, 0, 0)), ('Meta', datetime.datetime(2025, 2, 18, 0, 0)), ('Meta', datetime.datetime(2025, 2, 11, 0, 0)), ('JPMorgan', datetime.datetime(2025, 4, 29, 0, 0)), ('JPMorgan', datetime.datetime(2025, 4, 22, 0, 0)), ('JPMorgan', datetime.datetime(2025, 4, 15, 0, 0)), ('JPMorgan', datetime.datetime(2025, 4, 8, 0, 0)), ('JPMorgan', datetime.datetime(2025, 4, 1, 0, 0)), ('JPMorgan', datetime.datetime(2025, 3, 25, 0, 0)), ('JPMorgan', datetime.datetime(2025, 3, 18, 0, 0)), ('JPMorgan', datetime.datetime(2025, 3, 11, 0, 0)), ('JPMorgan', datetime.datetime(2025, 3, 4, 0, 0)), ('JPMorgan', datetime.datetime(2025, 2, 25, 0, 0)), ('JPMorgan', datetime.datetime(2025, 2, 18, 0, 0)), ('JPMorgan', datetime.datetime(2025, 2, 11, 0, 0)), ('Walmart', datetime.datetime(2025, 4, 29, 0, 0)), ('Walmart', datetime.datetime(2025, 4, 22, 0, 0)), ('Walmart', datetime.datetime(2025, 4, 15, 0, 0)), ('Walmart', datetime.datetime(2025, 4, 8, 0, 0)), ('Walmart', datetime.datetime(2025, 4, 1, 0, 0)), ('Walmart', datetime.datetime(2025, 3, 25, 0, 0)), ('Walmart', datetime.datetime(2025, 3, 18, 0, 0)), ('Walmart', datetime.datetime(2025, 3, 11, 0, 0)), ('Walmart', datetime.datetime(2025, 3, 4, 0, 0)), ('Walmart', datetime.datetime(2025, 2, 25, 0, 0)), ('Walmart', datetime.datetime(2025, 2, 18, 0, 0)), ('Walmart', datetime.datetime(2025, 2, 11, 0, 0)), ('Visa', datetime.datetime(2025, 4, 29, 0, 0)), ('Visa', datetime.datetime(2025, 4, 22, 0, 0)), ('Visa', datetime.datetime(2025, 4, 15, 0, 0)), ('Visa', datetime.datetime(2025, 4, 8, 0, 0)), ('Visa', datetime.datetime(2025, 4, 1, 0, 0)), ('Visa', datetime.datetime(2025, 3, 25, 0, 0)), ('Visa', datetime.datetime(2025, 3, 18, 0, 0)), ('Visa', datetime.datetime(2025, 3, 11, 0, 0)), ('Visa', datetime.datetime(2025, 3, 4, 0, 0)), ('Visa', datetime.datetime(2025, 2, 25, 0, 0)), ('Visa', datetime.datetime(2025, 2, 18, 0, 0)), ('Visa', datetime.datetime(2025, 2, 11, 0, 0))]
[2025-04-29T20:51:14.352+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2025-04-29T20:51:14.353+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=portfolio_news_pipeline, task_id=check_historical_news, run_id=manual__2025-04-29T20:51:12.528007+00:00, execution_date=20250429T205112, start_date=20250429T205113, end_date=20250429T205114
[2025-04-29T20:51:14.400+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2025-04-29T20:51:14.408+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
